"sp00n","n4m3","t41l","w31ght","c0l0r","ag3","l3ngth","g3nd3r","g00d"
9,"Sadie",9,3,"blue",3,40,"female",1
11,"Brad",9,3,"red",4,47,"male",1
13,"Susan",10,2,"brown",0,53,"female",0
11,"Robert",11,2,"brown",5,51,"male",0
10,"Christopher",11,2,"red",5,53,"male",0
11,"Ethel",11,2,"black",0,45,"female",0
13,"Karolyn",11,2,"black",6,52,"female",0
10,"James",10,5,"green",3,46,"male",1
13,"Benjamin",10,2,"black",0,41,"male",0
9,"Opal",10,3,"purple",1,43,"female",1
7,"Mary",10,4,"purple",2,54,"female",1
7,"Judy",8,5,"grey",4,44,"female",1
7,"Joel",11,3,"green",6,44,"male",1
10,"Rosalina",10,2,"black",1,53,"female",0
11,"Gabrielle",11,2,"brown",1,54,"female",0
14,"Theresa",11,2,"brown",7,44,"female",0
7,"Raymond",10,3,"white",5,45,"male",1
14,"Ron",10,2,"brown",3,45,"male",0
14,"Blanche",10,2,"black",4,51,"female",0
10,"Harold",8,5,"grey",3,53,"male",1
7,"Arturo",8,5,"red",5,43,"male",1
11,"Rachel",10,2,"brown",5,52,"female",0
13,"James",10,2,"brown",0,51,"male",0
10,"Thomas",11,5,"green",3,51,"male",1
7,"Margaret",9,4,"red",4,41,"female",1
12,"Juanita",11,2,"red",0,47,"female",0
12,"Dorothy",11,2,"black",2,42,"female",0
7,"Lorraine",11,5,"green",0,44,"female",1
11,"Arthur",11,3,"grey",3,41,"male",1
9,"Scott",9,5,"green",5,54,"male",1
10,"Rebecca",11,5,"purple",2,53,"female",1
9,"Charles",10,5,"brown",6,42,"male",1
11,"Yolanda",11,5,"purple",5,40,"female",1
10,"Rhonda",11,3,"green",6,48,"female",1
8,"Edward",11,3,"blue",1,40,"male",1
10,"Joseph",10,2,"black",6,48,"male",0
11,"David",8,3,"red",4,40,"male",1
11,"Roxanne",10,2,"red",7,40,"female",0
11,"Karen",9,4,"blue",5,40,"female",1
7,"Kayla",8,5,"brown",2,44,"female",1
10,"Michelle",11,2,"black",3,48,"female",0
10,"Arthur",11,2,"black",7,47,"male",0
8,"Nancy",11,4,"red",0,44,"female",1
10,"Mattie",8,3,"purple",6,43,"female",1
8,"Sandra",8,5,"white",5,40,"female",1
13,"Peggy",10,2,"red",3,41,"female",0
11,"John",11,2,"brown",1,46,"male",0
9,"Stephanie",8,3,"green",0,54,"female",1
7,"Albert",10,4,"white",7,45,"female",1
11,"Robert",11,2,"black",5,51,"male",0
14,"Charles",10,2,"brown",7,50,"male",0
11,"Eric",10,2,"brown",3,54,"male",0
8,"Jamie",11,5,"white",2,50,"female",1
12,"Dayna",11,2,"black",5,47,"female",0
13,"Erik",11,2,"red",1,47,"male",0
7,"Richard",10,4,"blue",7,43,"male",1
7,"Vera",10,4,"brown",1,45,"female",1
12,"Levi",10,2,"brown",6,44,"male",0
10,"Jaime",11,2,"black",2,43,"male",0
13,"Hal",11,2,"brown",5,49,"male",0
8,"Jeanette",8,5,"green",0,52,"female",1
11,"Gregory",10,2,"brown",2,41,"male",0
13,"Tracey",10,2,"brown",2,52,"female",0
8,"Kristen",11,5,"red",1,44,"female",1
11,"Rick",10,2,"black",0,47,"male",0
12,"Annette",10,2,"red",3,48,"female",0
11,"Amber",11,2,"brown",2,43,"female",0
13,"Wayne",11,2,"red",7,40,"male",0
7,"Susan",9,4,"blue",6,42,"female",1
11,"Norman",11,2,"red",0,45,"male",0
9,"Louisa",11,5,"purple",7,43,"female",1
10,"Bessie",9,3,"brown",3,52,"female",1
14,"Agatha",10,2,"brown",3,40,"female",0
11,"Betty",11,2,"black",6,52,"female",0
13,"Beth",10,2,"brown",5,53,"female",0
7,"Eddie",11,5,"white",5,54,"male",1
12,"Luis",10,2,"brown",1,52,"male",0
11,"Jennifer",11,5,"blue",6,41,"female",1
10,"Charles",11,2,"red",5,44,"male",0
7,"Gina",11,5,"white",2,49,"female",1
11,"Tracy",10,2,"brown",7,46,"male",0
8,"Domenic",8,3,"white",0,46,"male",1
9,"Antonio",8,5,"grey",6,52,"male",1
11,"Nellie",8,3,"purple",7,44,"female",1
12,"Mary",11,2,"brown",4,53,"female",0
7,"Sharon",10,3,"brown",0,51,"female",1
9,"Alexander",8,3,"red",2,50,"male",1
13,"Susan",10,2,"black",7,54,"female",0
8,"Aaron",11,4,"purple",4,51,"male",1
10,"Brandon",10,2,"red",4,54,"male",0
9,"Michael",9,5,"grey",1,45,"male",1
11,"Joseph",11,2,"black",4,52,"male",0
11,"Amy",10,2,"red",4,48,"female",0
10,"Lindsay",8,4,"white",7,51,"female",1
10,"Jodie",9,3,"red",1,46,"female",1
7,"Claire",8,3,"white",6,46,"female",1
11,"Tommy",11,2,"red",4,51,"male",0
10,"John",10,2,"brown",0,44,"male",0
10,"Elizabeth",10,2,"brown",2,40,"female",0
9,"Rodney",8,3,"purple",5,41,"male",1
8,"John",8,3,"green",2,53,"male",1
13,"Cynthia",10,2,"red",2,52,"female",0
10,"Judy",11,5,"purple",0,53,"female",1
9,"April",11,3,"purple",1,46,"female",1
10,"Kevin",11,2,"red",5,50,"male",0
9,"Eunice",9,4,"purple",6,41,"female",1
11,"Jorge",11,2,"brown",3,51,"male",0
13,"Ilona",10,2,"black",1,51,"female",0
10,"Kimberly",10,2,"brown",1,52,"female",0
7,"David",9,3,"grey",0,44,"male",1
12,"Arthur",10,2,"black",2,48,"male",0
11,"Danielle",10,2,"black",2,52,"female",0
10,"Tracy",10,2,"black",3,52,"male",0
14,"Tyler",11,2,"black",7,48,"male",0
10,"Linda",8,3,"blue",0,49,"female",1
11,"Jesus",10,4,"brown",4,53,"male",1
10,"Jack",10,5,"red",4,48,"male",1
8,"Lawrence",9,5,"brown",2,44,"male",1
13,"Raquel",11,2,"red",1,48,"female",0
9,"Timothy",8,5,"blue",4,51,"male",1
13,"Vito",11,2,"red",4,41,"male",0
12,"Lissette",11,2,"black",2,46,"female",0
9,"Donald",10,3,"brown",2,45,"male",1
10,"Daniel",11,2,"black",0,43,"male",0
10,"Elizabeth",9,5,"blue",6,48,"female",1
14,"John",11,2,"black",4,46,"male",0
7,"Wendy",9,3,"red",3,50,"female",1
11,"Ethel",10,2,"red",1,49,"female",0
13,"Dora",11,2,"black",2,44,"female",0
11,"Kenneth",10,4,"grey",4,47,"male",1
11,"Shirley",10,2,"red",2,54,"female",0
14,"Jeffrey",10,2,"brown",2,40,"male",0
9,"Michael",10,5,"grey",2,51,"male",1
8,"William",8,3,"purple",0,43,"male",1
7,"Nick",9,5,"green",1,52,"male",1
11,"Lillie",11,2,"brown",3,53,"female",0
10,"Joyce",8,3,"red",3,48,"female",1
11,"Cynthia",8,3,"white",4,50,"female",1
8,"Tommie",9,4,"blue",6,45,"male",1
9,"Grace",8,4,"grey",2,42,"female",1
8,"Libbie",11,4,"red",5,48,"female",1
11,"Cynthia",10,2,"brown",7,49,"female",0
12,"Virginia",10,2,"red",1,44,"female",0
14,"Michael",11,2,"red",7,51,"male",0
13,"Carmen",10,2,"brown",2,40,"female",0
13,"Alan",11,2,"brown",2,48,"male",0
12,"Christopher",11,2,"red",6,49,"male",0
12,"Ruby",11,2,"red",0,41,"female",0
8,"Wayne",11,4,"blue",3,44,"male",1
7,"Thomas",11,5,"brown",6,47,"male",1
11,"Karen",11,2,"red",3,47,"female",0
11,"Joe",9,4,"white",5,40,"male",1
9,"Michael",8,3,"red",7,40,"male",1
11,"Tabatha",11,4,"red",7,40,"female",1
7,"Leonardo",9,5,"blue",3,53,"male",1
11,"Timothy",8,5,"grey",1,48,"male",1
12,"Tristan",11,2,"red",2,48,"male",0
12,"Alvin",11,2,"black",7,50,"male",0
8,"Brian",10,5,"white",7,45,"male",1
14,"Joleen",10,2,"brown",1,44,"female",0
10,"Ignacio",10,2,"black",7,51,"male",0
12,"Lindy",11,2,"red",1,53,"female",0
10,"Janet",11,2,"brown",4,45,"female",0
10,"Allan",11,2,"black",0,45,"male",0
10,"Evan",8,4,"brown",1,50,"male",1
13,"Andrea",11,2,"red",1,44,"female",0
8,"Trent",8,5,"grey",2,47,"male",1
9,"John",11,4,"red",2,45,"male",1
10,"Marjorie",11,3,"red",4,48,"female",1
8,"David",8,5,"white",7,44,"male",1
11,"Shirley",10,2,"black",3,40,"female",0
11,"Maude",10,2,"brown",1,45,"female",0
14,"Krystal",10,2,"brown",6,47,"female",0
7,"Marta",9,5,"red",7,43,"female",1
11,"Barbara",10,2,"brown",5,45,"female",0
13,"Sandra",10,2,"brown",2,45,"female",0
14,"Brandon",10,2,"black",5,51,"male",0
10,"Michael",9,5,"white",3,50,"male",1
11,"Victoria",10,5,"brown",7,49,"female",1
10,"Jenifer",10,2,"brown",2,54,"female",0
7,"Phoebe",10,5,"brown",3,44,"female",1
7,"Nathan",11,5,"white",1,43,"male",1
11,"Thomas",8,4,"grey",3,50,"male",1
10,"Maria",9,5,"green",5,48,"female",1
7,"Jeanette",9,4,"white",1,52,"female",1
7,"Sarina",9,4,"green",5,48,"female",1
8,"Kenneth",11,4,"green",6,40,"male",1
11,"Martina",10,2,"red",3,40,"female",0
14,"Michael",11,2,"red",6,52,"male",0
10,"Rueben",8,3,"purple",5,40,"male",1
14,"Tony",11,2,"red",5,52,"male",0
12,"Maria",10,2,"red",0,53,"female",0
13,"Spencer",11,2,"red",6,51,"male",0
12,"John",11,2,"brown",3,50,"male",0
9,"Jennifer",11,4,"grey",5,44,"female",1
14,"Ronald",10,2,"black",4,49,"male",0
10,"Salvatore",11,3,"blue",2,45,"male",1
14,"Lawrence",10,2,"red",1,40,"male",0
11,"Anna",9,5,"green",2,53,"female",1
7,"Jeffrey",8,4,"blue",3,44,"male",1
9,"Carole",10,5,"blue",7,45,"female",1
10,"Rita",11,3,"red",4,49,"female",1
7,"Wesley",9,3,"white",0,50,"male",1
8,"Laverne",8,5,"white",2,41,"female",1
11,"Marilyn",10,2,"red",6,48,"female",0
7,"Virgina",11,3,"green",0,45,"female",1
10,"Mark",11,2,"brown",3,45,"male",0
8,"Hannah",9,3,"white",1,52,"female",1
9,"Amanda",9,4,"white",7,40,"female",1
7,"Lacey",9,4,"white",3,41,"female",1
13,"Jennifer",10,2,"black",4,47,"female",0
7,"Heather",10,3,"red",6,53,"female",1
7,"Chris",11,5,"grey",4,54,"male",1
14,"William",10,2,"brown",2,45,"male",0
10,"Floyd",10,4,"white",1,51,"male",1
7,"Perry",11,3,"blue",2,49,"male",1
11,"Naomi",10,2,"black",3,41,"female",0
8,"James",9,4,"brown",1,46,"male",1
10,"Renee",10,2,"red",6,40,"female",0
10,"Summer",11,2,"black",5,46,"female",0
12,"Nisha",11,2,"black",2,51,"female",0
11,"Karen",10,2,"brown",3,49,"female",0
12,"Norman",11,2,"red",2,54,"male",0
9,"Kathryn",11,5,"brown",0,52,"female",1
11,"Thomas",8,5,"blue",7,47,"male",1
11,"Daisy",11,2,"black",4,42,"female",0
7,"Ricky",10,5,"brown",4,45,"male",1
8,"Keith",10,3,"white",5,47,"male",1
13,"Wesley",11,2,"black",7,52,"male",0
14,"Guadalupe",10,2,"red",6,43,"female",0
9,"Nancy",10,3,"grey",5,41,"female",1
7,"Nicole",10,3,"grey",5,48,"female",1
12,"James",10,2,"brown",7,42,"male",0
11,"Margaret",10,2,"red",0,52,"female",0
13,"Ruth",11,2,"brown",1,46,"female",0
11,"Julio",11,2,"red",2,53,"male",0
9,"Jessica",10,5,"brown",7,52,"female",1
10,"Donald",9,3,"brown",4,41,"male",1
10,"Angela",9,3,"blue",7,50,"female",1
11,"Vonda",9,4,"purple",3,45,"female",1
9,"Irene",10,5,"blue",7,50,"female",1
13,"Richard",10,2,"brown",5,40,"male",0
8,"Aaron",8,4,"purple",7,40,"male",1
9,"Joe",10,5,"grey",6,46,"male",1
14,"Arnoldo",10,2,"black",6,41,"male",0
14,"Barbara",10,2,"red",7,50,"female",0
11,"Willie",10,2,"brown",4,48,"male",0
14,"Bobby",11,2,"brown",4,51,"male",0
7,"Mary",8,5,"red",2,44,"female",1
8,"Grover",10,5,"green",6,40,"male",1
9,"Harold",8,3,"green",4,47,"male",1
14,"Jennifer",11,2,"brown",3,42,"female",0
8,"Michael",10,3,"white",6,41,"male",1
11,"Robert",10,3,"red",5,53,"male",1
11,"James",10,2,"red",0,43,"male",0
10,"Samuel",10,2,"brown",2,43,"male",0
8,"Viola",8,4,"blue",2,51,"female",1
14,"Edna",11,2,"black",4,41,"female",0
12,"Jason",11,2,"black",6,42,"male",0
7,"Francis",9,5,"red",6,51,"male",1
9,"Lloyd",10,3,"grey",1,42,"male",1
10,"Raymond",10,2,"brown",3,49,"male",0
8,"Mark",10,4,"brown",5,41,"male",1
11,"Joseph",10,5,"green",4,45,"male",1
13,"Edward",11,2,"brown",0,49,"male",0
9,"Kathleen",8,4,"grey",2,42,"female",1
9,"David",9,4,"brown",4,54,"female",1
11,"Esther",11,2,"brown",1,44,"female",0
11,"Kenneth",11,2,"black",7,47,"male",0
10,"Marcus",9,4,"green",1,54,"male",1
13,"Brian",10,2,"black",2,47,"male",0
12,"Humberto",11,2,"black",3,49,"male",0
7,"Scott",11,4,"grey",0,51,"male",1
11,"Casey",10,5,"brown",0,47,"male",1
7,"Harold",11,4,"white",4,41,"male",1
7,"Mavis",11,5,"white",0,50,"female",1
14,"Craig",11,2,"brown",3,43,"male",0
11,"Robert",10,2,"black",4,54,"male",0
10,"Alex",9,3,"blue",6,46,"male",1
11,"Betty",8,3,"brown",7,50,"female",1
13,"Nicholas",11,2,"brown",2,43,"male",0
10,"Belinda",11,2,"brown",5,44,"female",0
11,"Karl",8,5,"red",2,45,"male",1
8,"George",8,5,"brown",2,52,"male",1
9,"Anthony",8,4,"brown",2,42,"male",1
11,"Fernando",11,3,"blue",0,46,"male",1
8,"Janet",9,5,"grey",4,49,"female",1
14,"Ingrid",11,2,"black",2,49,"female",0
10,"Clarisa",10,2,"brown",0,54,"female",0
10,"Bobby",9,4,"blue",0,52,"male",1
10,"David",11,5,"red",5,50,"male",1
7,"Annie",9,3,"green",7,50,"female",1
14,"Tammy",11,2,"black",6,41,"female",0
9,"Tyson",10,3,"green",1,52,"male",1
10,"Paul",10,4,"red",7,42,"male",1
14,"Donald",10,2,"red",6,51,"male",0
12,"Angela",10,2,"black",1,48,"female",0
10,"Clement",9,4,"red",7,51,"male",1
14,"Sharon",10,2,"brown",3,50,"female",0
14,"Angelina",11,2,"red",6,51,"female",0
14,"Melissa",11,2,"black",3,50,"female",0
9,"Audrey",8,3,"blue",3,49,"female",1
13,"Dorthea",11,2,"red",2,47,"female",0
9,"Ernest",11,4,"brown",0,42,"male",1
10,"Bryan",10,2,"black",5,49,"male",0
11,"John",10,3,"grey",3,49,"male",1
11,"Roberto",11,3,"blue",4,46,"male",1
8,"Charles",10,5,"purple",3,42,"male",1
11,"Anna",10,2,"red",2,41,"female",0
11,"Jean",8,3,"grey",2,44,"female",1
12,"Darin",10,2,"red",5,44,"male",0
7,"Micheal",10,5,"purple",1,50,"male",1
11,"Christine",11,5,"white",6,49,"female",1
9,"Mary",10,4,"white",6,43,"female",1
9,"Derrick",10,5,"white",4,46,"male",1
11,"Ada",11,3,"green",3,41,"female",1
9,"Thomas",9,5,"blue",1,48,"male",1
10,"Lupe",11,2,"brown",4,51,"female",0
13,"Norman",11,2,"red",1,43,"male",0
10,"Walter",10,3,"grey",1,53,"male",1
14,"Darius",11,2,"black",2,54,"male",0
11,"Katie",8,4,"white",3,46,"female",1
7,"Rochelle",9,5,"grey",1,44,"female",1
11,"Ezequiel",11,2,"red",1,44,"male",0
9,"Janet",11,4,"red",0,50,"female",1
11,"Stephan",10,2,"brown",1,50,"male",0
9,"Catherine",9,5,"red",1,49,"female",1
11,"Cynthia",11,2,"brown",0,50,"female",0
14,"Margaret",10,2,"black",1,48,"female",0
8,"Melissa",11,3,"green",4,49,"female",1
7,"David",8,4,"red",2,40,"male",1
10,"Dolores",10,2,"red",4,48,"female",0
7,"Diana",10,4,"red",2,46,"female",1
10,"Roman",10,2,"black",4,54,"male",0
11,"Clint",10,2,"brown",6,46,"male",0
13,"Karen",11,2,"black",7,42,"female",0
11,"Catherin",11,2,"black",5,40,"female",0
10,"Ricardo",10,3,"red",5,54,"male",1
10,"Mario",10,2,"black",4,50,"male",0
13,"Lindsay",10,2,"brown",5,54,"female",0
11,"Keri",10,2,"black",6,54,"female",0
9,"Kim",10,4,"blue",0,54,"female",1
11,"Dominque",11,3,"grey",1,40,"female",1
9,"Willie",8,4,"purple",1,52,"male",1
10,"Christina",10,5,"grey",7,48,"female",1
10,"Kelly",9,3,"red",4,53,"female",1
11,"Yoshiko",11,5,"grey",3,54,"female",1
8,"Debra",9,3,"grey",4,41,"female",1
9,"Alfredo",11,4,"grey",5,48,"male",1
12,"Walter",11,2,"red",1,53,"male",0
10,"Linda",8,4,"green",3,40,"female",1
14,"Alan",10,2,"brown",1,43,"male",0
10,"John",9,5,"brown",4,44,"male",1
14,"Richard",10,2,"black",5,40,"male",0
7,"Joycelyn",8,5,"blue",5,53,"female",1
14,"Mary",11,2,"black",3,40,"female",0
10,"Kimberly",10,2,"red",7,49,"female",0
10,"Rodney",8,4,"blue",3,40,"male",1
10,"Julio",10,5,"white",3,43,"male",1
11,"Janice",11,4,"purple",5,53,"female",1
10,"Jessica",10,2,"red",0,45,"female",0
14,"Jackie",11,2,"black",4,45,"female",0
10,"Lou",10,2,"brown",0,46,"female",0
14,"Ronald",10,2,"black",0,49,"male",0
14,"James",11,2,"black",7,42,"male",0
12,"Karen",10,2,"brown",1,45,"female",0
10,"David",10,2,"black",3,41,"male",0
14,"Craig",10,2,"black",3,48,"male",0
12,"Artie",11,2,"black",4,50,"female",0
11,"Richard",9,3,"green",4,41,"male",1
14,"Robert",10,2,"black",0,45,"male",0
11,"Nicholas",10,2,"brown",3,51,"male",0
12,"Becky",10,2,"red",2,49,"female",0
14,"John",10,2,"brown",0,52,"male",0
11,"Trish",8,3,"purple",1,51,"female",1
10,"Fred",10,2,"red",3,49,"male",0
7,"Ricky",11,5,"white",6,51,"male",1
13,"David",10,2,"brown",3,42,"male",0
8,"Shirley",11,3,"brown",4,47,"female",1
10,"Mike",9,4,"grey",5,46,"male",1
14,"Sherill",11,2,"red",4,40,"female",0
10,"Mark",11,2,"red",5,42,"male",0
13,"Samuel",10,2,"red",3,43,"male",0
14,"Wilbur",10,2,"red",2,53,"male",0
13,"Richard",10,2,"black",4,43,"male",0
11,"James",10,2,"black",1,51,"male",0
11,"Wilma",11,5,"blue",6,53,"female",1
13,"Antonio",10,2,"red",4,49,"male",0
14,"Alma",11,2,"black",7,53,"female",0
9,"Gilberto",9,4,"red",2,49,"male",1
9,"Larry",10,4,"white",7,40,"male",1
10,"Gary",11,2,"black",7,41,"male",0
12,"Nancy",11,2,"black",6,40,"female",0
13,"Mary",10,2,"black",5,43,"female",0
10,"Cynthia",9,4,"red",4,46,"female",1
8,"Eric",10,5,"brown",6,45,"male",1
10,"Brenda",10,2,"red",5,47,"female",0
11,"Jessica",10,2,"black",0,41,"female",0
7,"Charles",8,4,"white",0,52,"male",1
11,"Randy",11,2,"black",1,43,"male",0
10,"Michael",11,2,"black",4,47,"male",0
8,"Yolanda",8,4,"blue",4,53,"female",1
10,"Ruth",10,4,"blue",3,48,"female",1
10,"Warren",11,2,"red",6,40,"male",0
11,"Donald",10,2,"brown",2,40,"male",0
9,"Mary",9,4,"grey",2,42,"female",1
11,"Elizabeth",9,3,"purple",2,46,"female",1
13,"William",10,2,"brown",6,48,"male",0
10,"Frances",10,2,"brown",0,42,"female",0
12,"Verla",10,2,"brown",5,44,"female",0
11,"Elyse",11,2,"red",6,48,"female",0
9,"Roy",11,5,"red",3,48,"male",1
11,"Henry",11,3,"purple",5,51,"male",1
12,"Norma",10,2,"red",4,47,"female",0
13,"Manuel",11,2,"brown",1,43,"male",0
13,"Steve",10,2,"red",1,43,"male",0
8,"Ruby",9,4,"white",0,43,"female",1
11,"Charles",10,2,"brown",4,45,"male",0
10,"Thelma",11,2,"brown",3,49,"female",0
14,"Christopher",10,2,"black",7,53,"male",0
10,"Irene",8,3,"blue",0,48,"female",1
13,"Clifford",10,2,"black",4,43,"male",0
10,"Miguel",10,2,"brown",3,53,"male",0
14,"Kieth",11,2,"black",3,48,"male",0
10,"Jade",9,5,"red",0,48,"female",1
12,"Mike",10,2,"black",4,41,"male",0
7,"Shawn",9,3,"green",0,45,"male",1
11,"Nita",11,2,"black",4,47,"female",0
12,"Donald",11,2,"brown",4,40,"male",0
10,"Jefferson",10,2,"brown",2,40,"male",0
7,"Margaret",10,4,"brown",0,41,"female",1
13,"Arthur",10,2,"brown",4,44,"male",0
10,"Stephen",11,2,"brown",2,45,"male",0
13,"Andrea",10,2,"red",2,47,"female",0
10,"William",10,3,"purple",1,41,"male",1
10,"Shawn",11,5,"grey",4,42,"male",1
11,"Mary",10,4,"white",5,43,"female",1
8,"Jaime",11,4,"white",4,40,"male",1
9,"John",11,5,"brown",1,54,"male",1
7,"Richard",10,5,"green",5,50,"male",1
12,"Daniel",10,2,"black",2,54,"male",0
9,"Elizabeth",9,4,"brown",7,41,"female",1
11,"Maria",11,2,"brown",2,40,"female",0
12,"Rita",10,2,"black",6,42,"female",0
14,"Loreen",11,2,"brown",2,42,"female",0
12,"Patrick",10,2,"brown",3,40,"male",0
12,"John",11,2,"black",3,47,"male",0
11,"Claudia",9,5,"brown",1,52,"female",1
13,"Kristin",10,2,"red",0,41,"female",0
9,"Larry",11,4,"red",3,52,"male",1
14,"Charles",11,2,"red",7,42,"male",0
9,"Rita",8,5,"grey",3,47,"female",1
11,"John",8,4,"brown",6,45,"male",1
11,"Keith",11,3,"brown",2,40,"male",1
13,"Cynthia",11,2,"black",2,48,"female",0
13,"Catherine",11,2,"red",4,48,"female",0
11,"Burton",10,3,"white",1,46,"male",1
11,"Richard",10,2,"black",1,48,"male",0
13,"Tony",11,2,"red",1,54,"female",0
10,"Geraldine",11,2,"brown",1,50,"female",0
13,"Gracie",11,2,"red",7,53,"female",0
8,"Fred",8,5,"brown",1,42,"male",1
13,"Joe",10,2,"red",1,46,"male",0
14,"Peter",10,2,"brown",4,51,"male",0
8,"Evelyn",8,4,"white",1,54,"female",1
9,"Kari",10,4,"purple",0,50,"female",1
11,"Gavin",11,3,"white",3,46,"male",1
7,"Bernard",8,5,"brown",1,47,"male",1
11,"Hazel",10,2,"brown",2,53,"female",0
12,"Gregory",10,2,"red",1,40,"male",0
12,"Kristine",10,2,"black",1,42,"female",0
11,"Adam",8,3,"green",6,51,"male",1
10,"William",11,2,"red",7,42,"male",0
7,"Joseph",11,4,"white",5,51,"male",1
9,"Elise",9,5,"red",7,54,"female",1
11,"Linda",10,2,"red",6,52,"female",0
13,"Aracelis",10,2,"brown",3,43,"female",0
7,"Garth",9,5,"purple",5,50,"male",1
13,"Marguerite",10,2,"red",2,42,"female",0
12,"Jesse",11,2,"red",6,47,"male",0
9,"Betty",8,3,"white",5,51,"female",1
13,"Kenneth",10,2,"brown",4,45,"male",0
11,"Ruth",10,2,"red",7,45,"female",0
10,"Curtis",10,2,"black",3,41,"male",0
11,"Kelly",11,2,"brown",1,49,"male",0
12,"Jonathan",11,2,"brown",3,44,"male",0
14,"Kaley",10,2,"brown",1,41,"female",0
9,"Otto",11,3,"green",3,50,"male",1
10,"Allen",10,2,"red",0,47,"male",0
11,"Willie",10,2,"brown",1,50,"male",0
11,"Jamie",8,3,"grey",6,41,"female",1
7,"Pearl",11,3,"purple",1,48,"female",1
11,"Anna",8,4,"blue",3,47,"female",1
13,"Annie",11,2,"brown",2,54,"female",0
13,"Patricia",10,2,"brown",0,54,"female",0
9,"Steven",11,5,"purple",6,50,"male",1
11,"Cheryl",11,2,"black",2,42,"female",0
12,"Regan",11,2,"brown",2,43,"female",0
10,"Gregory",11,2,"black",0,48,"male",0
9,"Lisa",11,5,"grey",2,44,"female",1
10,"Elena",10,4,"green",3,52,"female",1
13,"Melanie",10,2,"red",0,47,"female",0
14,"Walter",10,2,"black",6,40,"male",0
10,"Hubert",11,2,"red",6,49,"male",0
12,"Donald",10,2,"brown",4,52,"male",0
10,"Felix",11,3,"grey",4,43,"male",1
9,"Sergio",8,3,"red",0,45,"male",1
13,"Cassandra",10,2,"black",2,42,"female",0
10,"Ashley",11,2,"red",2,48,"female",0
14,"Reginald",11,2,"red",6,42,"male",0
12,"Jessie",10,2,"black",3,41,"male",0
13,"Gabriela",10,2,"red",1,43,"female",0
12,"Kenneth",10,2,"black",2,46,"male",0
8,"Jewell",9,4,"grey",4,54,"female",1
14,"Bobbie",11,2,"red",3,49,"female",0
11,"Steven",8,3,"white",7,51,"male",1
11,"Virginia",9,3,"purple",2,51,"female",1
7,"Elizabeth",10,3,"brown",7,49,"female",1
7,"Theresa",8,4,"blue",5,46,"female",1
11,"Alfred",11,4,"purple",2,54,"male",1
14,"Candace",10,2,"black",2,46,"female",0
12,"Robert",11,2,"black",6,52,"male",0
8,"Cody",10,5,"white",3,50,"male",1
14,"Keith",11,2,"red",1,43,"male",0
8,"Theodore",11,3,"red",6,48,"male",1
11,"Margart",11,3,"white",1,48,"female",1
13,"Joseph",11,2,"red",2,43,"male",0
12,"Erin",11,2,"red",5,43,"female",0
14,"Marco",11,2,"red",6,54,"male",0
10,"Susan",11,2,"brown",7,44,"female",0
10,"Hazel",11,5,"grey",6,41,"female",1
9,"Cora",9,5,"purple",5,40,"female",1
10,"Adrienne",11,3,"red",0,53,"female",1
7,"Mary",9,5,"blue",7,43,"female",1
10,"Stephanie",8,3,"green",5,40,"female",1
14,"Virgen",11,2,"black",6,51,"female",0
10,"Darlene",10,2,"red",2,47,"female",0
10,"Ericka",10,2,"red",3,43,"female",0
12,"Karen",10,2,"black",1,52,"female",0
11,"Bella",10,2,"black",4,42,"female",0
10,"Barbara",10,3,"green",6,49,"female",1
12,"Lucy",10,2,"brown",4,47,"female",0
8,"Simon",8,4,"blue",6,41,"male",1
12,"Daniel",10,2,"brown",4,53,"male",0
10,"Nina",10,2,"black",1,51,"female",0
10,"Rosaura",11,2,"red",0,48,"female",0
13,"Maria",10,2,"brown",7,41,"female",0
10,"Rebecca",10,4,"brown",4,41,"female",1
8,"Amanda",10,3,"brown",4,44,"female",1
10,"Walter",11,5,"brown",5,44,"male",1
13,"Christopher",10,2,"brown",2,54,"male",0
9,"Mark",9,5,"grey",4,47,"male",1
12,"Juana",10,2,"brown",2,48,"female",0
11,"Gary",10,5,"purple",2,46,"male",1
10,"Wanda",10,2,"brown",3,42,"female",0
10,"Barbara",8,4,"brown",1,52,"female",1
10,"George",8,4,"blue",0,45,"male",1
9,"Dorothy",11,3,"red",0,52,"female",1
11,"Conrad",10,3,"brown",2,43,"male",1
14,"Elaine",11,2,"brown",3,45,"female",0
13,"Mary",11,2,"brown",6,50,"female",0
8,"William",11,5,"grey",0,47,"male",1
12,"George",10,2,"black",3,52,"male",0
10,"Linda",10,2,"brown",6,54,"female",0
13,"Raymond",11,2,"brown",4,50,"male",0
11,"Larry",11,2,"brown",5,47,"male",0
11,"Dolores",11,2,"black",2,46,"female",0
7,"Lottie",11,3,"white",6,44,"female",1
11,"Nelle",11,2,"black",1,47,"female",0
11,"Carrie",8,3,"purple",2,46,"female",1
7,"Betty",9,5,"grey",7,41,"female",1
10,"Brian",8,3,"red",2,51,"male",1
14,"Catherine",10,2,"red",7,41,"female",0
7,"Carrie",8,3,"purple",2,43,"female",1
8,"Brent",10,5,"red",5,44,"male",1
9,"Marvin",8,5,"blue",5,41,"male",1
11,"Amanda",11,2,"brown",7,45,"female",0
